date,admin1,market,category,commodity,unit,price,latitude,longitude,pricetype,year,month,admin1_enc,market_enc,category_enc,commodity_enc,unit_enc
2024-11-15,Eastern,Trincomalee,pulses and nuts,Beans (mung),KG,682.0,8.57,81.23,Retail,2024,11,1,41,5,2,1
2024-11-15,Eastern,Trincomalee,vegetables and fruits,Carrots,KG,251.0,8.57,81.23,Retail,2024,11,1,41,6,4,1
2024-11-15,Eastern,Trincomalee,vegetables and fruits,Coconut,Unit,95.9,8.57,81.23,Retail,2024,11,1,41,6,6,3
2024-11-15,Eastern,Trincomalee,vegetables and fruits,Eggplants,KG,359.75,8.57,81.23,Retail,2024,11,1,41,6,8,1
2024-11-15,Eastern,Trincomalee,vegetables and fruits,Onions (imported),KG,325.0,8.57,81.23,Retail,2024,11,1,41,6,24,1
2024-11-15,Eastern,Trincomalee,vegetables and fruits,"Onions (red, local)",KG,409.5,8.57,81.23,Retail,2024,11,1,41,6,27,1
2024-11-15,Eastern,Trincomalee,vegetables and fruits,Papaya,KG,113.1,8.57,81.23,Retail,2024,11,1,41,6,28,1
2024-11-15,Eastern,Trincomalee,vegetables and fruits,Pineapples,KG,471.6,8.57,81.23,Retail,2024,11,1,41,6,29,1
2024-11-15,North Central,Anuradhapura,cereals and tubers,Rice (white),KG,244.0,8.34,80.33,Retail,2024,11,2,1,0,37,1
2024-11-15,North Central,Anuradhapura,"meat, fish and eggs",Eggs,Unit,36.6,8.34,80.33,Retail,2024,11,2,1,1,9,3
2024-11-15,North Central,Anuradhapura,"meat, fish and eggs",Fish (jack),KG,1333.33,8.34,80.33,Retail,2024,11,2,1,1,13,1
2024-11-15,North Central,Anuradhapura,"meat, fish and eggs",Fish (sail fish),KG,2342.5,8.34,80.33,Retail,2024,11,2,1,1,14,1
2024-11-15,North Central,Anuradhapura,"meat, fish and eggs",Fish (trenched sardinella),KG,922.0,8.34,80.33,Retail,2024,11,2,1,1,16,1
2024-11-15,North Central,Thambuttegama,"meat, fish and eggs","Meat (chicken, broiler)",KG,1006.0,8.16,80.3,Retail,2024,11,2,39,1,21,1
2024-11-15,Central,Nuwara Eliya,vegetables and fruits,Onions (red),KG,298.12,6.95,80.75,Retail,2024,11,0,35,6,25,1
2024-11-15,Central,Nuwara Eliya,vegetables and fruits,Eggplants,KG,275.38,6.95,80.75,Retail,2024,11,0,35,6,8,1
2024-11-15,Central,Kandy,vegetables and fruits,Papaya,KG,154.5,7.29,80.59,Retail,2024,11,0,21,6,28,1
2024-11-15,Central,Kandy,vegetables and fruits,Pineapples,KG,282.21,7.29,80.59,Retail,2024,11,0,21,6,29,1
2024-11-15,Central,Kandy,vegetables and fruits,Pumpkin,KG,160.0,7.29,80.59,Retail,2024,11,0,21,6,32,1
2024-11-15,Central,Matale,cereals and tubers,Potatoes (imported),KG,197.0,7.47,80.62,Retail,2024,11,0,27,0,30,1
2024-11-15,Central,Matale,cereals and tubers,Rice (medium grain),KG,239.0,7.47,80.62,Retail,2024,11,0,27,0,34,1
2024-11-15,Central,Matale,cereals and tubers,Rice (white),KG,244.38,7.47,80.62,Retail,2024,11,0,27,0,37,1
2024-11-15,Central,Matale,"meat, fish and eggs","Fish (dry, katta)",KG,2256.25,7.47,80.62,Retail,2024,11,0,27,1,10,1
2024-11-15,Central,Matale,"meat, fish and eggs","Fish (dry, sprats)",KG,1168.75,7.47,80.62,Retail,2024,11,0,27,1,11,1
2024-11-15,Central,Matale,"meat, fish and eggs",Fish (jack),KG,1525.0,7.47,80.62,Retail,2024,11,0,27,1,13,1
2024-11-15,Central,Matale,"meat, fish and eggs",Fish (sail fish),KG,2200.0,7.47,80.62,Retail,2024,11,0,27,1,14,1
2024-11-15,Central,Matale,"meat, fish and eggs",Fish (skipjack tuna),KG,1100.0,7.47,80.62,Retail,2024,11,0,27,1,15,1
2024-11-15,Central,Matale,"meat, fish and eggs",Fish (trenched sardinella),KG,1000.0,7.47,80.62,Retail,2024,11,0,27,1,16,1
2024-11-15,Central,Matale,pulses and nuts,Beans (mung),KG,751.75,7.47,80.62,Retail,2024,11,0,27,5,2,1
2024-11-15,Central,Matale,pulses and nuts,"Cowpeas (whole, average)",KG,861.25,7.47,80.62,Retail,2024,11,0,27,5,7,1
2024-11-15,Central,Matale,pulses and nuts,Lentils,KG,295.15,7.47,80.62,Retail,2024,11,0,27,5,20,1
2024-11-15,Central,Matale,vegetables and fruits,Bananas,KG,192.0,7.47,80.62,Retail,2024,11,0,27,6,0,1
2024-11-15,Central,Matale,vegetables and fruits,Carrots,KG,187.0,7.47,80.62,Retail,2024,11,0,27,6,4,1
2024-11-15,Central,Kandy,vegetables and fruits,"Onions (red, local)",KG,540.0,7.29,80.59,Retail,2024,11,0,21,6,27,1
2024-11-15,Central,Matale,vegetables and fruits,Coconut,Unit,116.5,7.47,80.62,Retail,2024,11,0,27,6,6,3
2024-11-15,Central,Kandy,vegetables and fruits,Onions (imported),KG,361.0,7.29,80.59,Retail,2024,11,0,21,6,24,1
2024-11-15,Central,Kandy,vegetables and fruits,Coconut,Unit,126.25,7.29,80.59,Retail,2024,11,0,21,6,6,3
2024-11-15,Northern,Vavuniya,"meat, fish and eggs",Fish (goldstripe sardinella),KG,769.33,8.75,80.5,Retail,2024,11,4,42,1,12,1
2024-11-15,Central,Kandy,cereals and tubers,Potatoes (imported),KG,218.5,7.29,80.59,Retail,2024,11,0,21,0,30,1
2024-11-15,Central,Kandy,cereals and tubers,Rice (white),KG,246.5,7.29,80.59,Retail,2024,11,0,21,0,37,1
2024-11-15,Central,Kandy,"meat, fish and eggs",Eggs,Unit,36.25,7.29,80.59,Retail,2024,11,0,21,1,9,3
2024-11-15,Central,Kandy,"meat, fish and eggs","Fish (dry, katta)",KG,2050.0,7.29,80.59,Retail,2024,11,0,21,1,10,1
2024-11-15,Central,Kandy,"meat, fish and eggs",Fish (goldstripe sardinella),KG,817.5,7.29,80.59,Retail,2024,11,0,21,1,12,1
2024-11-15,Central,Kandy,"meat, fish and eggs",Fish (jack),KG,1565.0,7.29,80.59,Retail,2024,11,0,21,1,13,1
2024-11-15,Central,Kandy,"meat, fish and eggs",Fish (sail fish),KG,2328.0,7.29,80.59,Retail,2024,11,0,21,1,14,1
2024-11-15,Central,Kandy,"meat, fish and eggs",Fish (skipjack tuna),KG,1225.0,7.29,80.59,Retail,2024,11,0,21,1,15,1
2024-11-15,Central,Kandy,"meat, fish and eggs",Fish (trenched sardinella),KG,955.5,7.29,80.59,Retail,2024,11,0,21,1,16,1
2024-11-15,Central,Kandy,"meat, fish and eggs",Fish (yellowfin tuna),KG,1962.5,7.29,80.59,Retail,2024,11,0,21,1,17,1
2024-11-15,Central,Kandy,pulses and nuts,Beans,KG,473.5,7.29,80.59,Retail,2024,11,0,21,5,1,1
2024-11-15,Central,Kandy,pulses and nuts,Beans (mung),KG,823.0,7.29,80.59,Retail,2024,11,0,21,5,2,1
2024-11-15,Central,Kandy,pulses and nuts,"Cowpeas (whole, average)",KG,761.0,7.29,80.59,Retail,2024,11,0,21,5,7,1
2024-11-15,Central,Kandy,pulses and nuts,Lentils,KG,308.2,7.29,80.59,Retail,2024,11,0,21,5,20,1
2024-11-15,Central,Kandy,vegetables and fruits,Bananas,KG,176.0,7.29,80.59,Retail,2024,11,0,21,6,0,1
2024-11-15,Central,Kandy,vegetables and fruits,Carrots,KG,192.0,7.29,80.59,Retail,2024,11,0,21,6,4,1
2024-11-15,Central,Kandy,vegetables and fruits,Eggplants,KG,257.0,7.29,80.59,Retail,2024,11,0,21,6,8,1
2024-11-15,Central,Nuwara Eliya,vegetables and fruits,Onions (imported),KG,328.5,6.95,80.75,Retail,2024,11,0,35,6,24,1
2024-11-15,Central,Matale,vegetables and fruits,Eggplants,KG,281.0,7.47,80.62,Retail,2024,11,0,27,6,8,1
2024-11-15,Central,Matale,vegetables and fruits,Onions (red),KG,448.75,7.47,80.62,Retail,2024,11,0,27,6,25,1
2024-11-15,Central,Hanguranketha,vegetables and fruits,Onions (red),KG,392.81,7.18,80.78,Retail,2024,11,0,18,6,25,1
2024-11-15,Central,Hanguranketha,vegetables and fruits,Pineapples,KG,327.12,7.18,80.78,Retail,2024,11,0,18,6,29,1
2024-11-15,Central,Hanguranketha,vegetables and fruits,Snake gourd,KG,194.0,7.18,80.78,Retail,2024,11,0,18,6,38,1
2024-11-15,Central,Nuwara Eliya,cereals and tubers,Potatoes (imported),KG,238.12,6.95,80.75,Retail,2024,11,0,35,0,30,1
2024-11-15,Central,Nuwara Eliya,cereals and tubers,Potatoes (local),KG,384.5,6.95,80.75,Retail,2024,11,0,35,0,31,1
2024-11-15,Central,Nuwara Eliya,cereals and tubers,Rice (medium grain),KG,246.25,6.95,80.75,Retail,2024,11,0,35,0,34,1
2024-11-15,Central,Nuwara Eliya,cereals and tubers,Rice (white),KG,251.35,6.95,80.75,Retail,2024,11,0,35,0,37,1
2024-11-15,Central,Nuwara Eliya,"meat, fish and eggs","Fish (dry, katta)",KG,2466.88,6.95,80.75,Retail,2024,11,0,35,1,10,1
2024-11-15,Central,Nuwara Eliya,"meat, fish and eggs","Fish (dry, sprats)",KG,1257.5,6.95,80.75,Retail,2024,11,0,35,1,11,1
2024-11-15,Central,Nuwara Eliya,"meat, fish and eggs",Fish (goldstripe sardinella),KG,900.0,6.95,80.75,Retail,2024,11,0,35,1,12,1
2024-11-15,Central,Nuwara Eliya,"meat, fish and eggs",Fish (jack),KG,1550.0,6.95,80.75,Retail,2024,11,0,35,1,13,1
2024-11-15,Central,Nuwara Eliya,"meat, fish and eggs","Meat (chicken, broiler)",KG,1143.12,6.95,80.75,Retail,2024,11,0,35,1,21,1
2024-11-15,Central,Nuwara Eliya,miscellaneous food,"Chili (red, dry raw)",KG,823.5,6.95,80.75,Retail,2024,11,0,35,2,5,1
2024-11-15,Central,Nuwara Eliya,pulses and nuts,Beans,KG,483.25,6.95,80.75,Retail,2024,11,0,35,5,1,1
2024-11-15,Central,Nuwara Eliya,pulses and nuts,Beans (mung),KG,747.5,6.95,80.75,Retail,2024,11,0,35,5,2,1
2024-11-15,Central,Nuwara Eliya,vegetables and fruits,Bananas,KG,195.62,6.95,80.75,Retail,2024,11,0,35,6,0,1
2024-11-15,Central,Nuwara Eliya,vegetables and fruits,Carrots,KG,216.0,6.95,80.75,Retail,2024,11,0,35,6,4,1
2024-11-15,Central,Hanguranketha,vegetables and fruits,Coconut,Unit,111.0,7.18,80.78,Retail,2024,11,0,18,6,6,3
2024-11-15,Central,Matale,vegetables and fruits,Onions (imported),KG,302.71,7.47,80.62,Retail,2024,11,0,27,6,24,1
2024-11-15,Central,Hanguranketha,vegetables and fruits,Carrots,KG,120.12,7.18,80.78,Retail,2024,11,0,18,6,4,1
2024-11-15,Central,Hanguranketha,pulses and nuts,Beans,KG,338.25,7.18,80.78,Retail,2024,11,0,18,5,1,1
2024-11-15,Central,Matale,vegetables and fruits,"Onions (red, imported)",KG,446.67,7.47,80.62,Retail,2024,11,0,27,6,26,1
2024-11-15,Central,Matale,vegetables and fruits,Pineapples,KG,352.88,7.47,80.62,Retail,2024,11,0,27,6,29,1
2024-11-15,Central,Matale,vegetables and fruits,Pumpkin,KG,178.0,7.47,80.62,Retail,2024,11,0,27,6,32,1
2024-11-15,Central,Matale,vegetables and fruits,Snake gourd,KG,270.0,7.47,80.62,Retail,2024,11,0,27,6,38,1
2024-11-15,Central,Matale,vegetables and fruits,Tomatoes,KG,314.0,7.47,80.62,Retail,2024,11,0,27,6,40,1
2024-11-15,Central,Hanguranketha,cereals and tubers,Potatoes (imported),KG,202.42,7.18,80.78,Retail,2024,11,0,18,0,30,1
2024-11-15,Central,Hanguranketha,cereals and tubers,Potatoes (local),KG,466.67,7.18,80.78,Retail,2024,11,0,18,0,31,1
2024-11-15,Central,Hanguranketha,cereals and tubers,Rice (medium grain),KG,231.67,7.18,80.78,Retail,2024,11,0,18,0,34,1
2024-11-15,Central,Hanguranketha,"meat, fish and eggs",Eggs,Unit,36.86,7.18,80.78,Retail,2024,11,0,18,1,9,3
2024-11-15,Central,Hanguranketha,"meat, fish and eggs","Fish (dry, katta)",KG,1550.0,7.18,80.78,Retail,2024,11,0,18,1,10,1
2024-11-15,Central,Hanguranketha,"meat, fish and eggs","Fish (dry, sprats)",KG,1112.5,7.18,80.78,Retail,2024,11,0,18,1,11,1
2024-11-15,Central,Hanguranketha,"meat, fish and eggs",Fish (goldstripe sardinella),KG,627.67,7.18,80.78,Retail,2024,11,0,18,1,12,1
2024-11-15,Central,Hanguranketha,"meat, fish and eggs",Fish (jack),KG,690.0,7.18,80.78,Retail,2024,11,0,18,1,13,1
2024-11-15,Central,Hanguranketha,"meat, fish and eggs",Fish (sail fish),KG,2095.0,7.18,80.78,Retail,2024,11,0,18,1,14,1
2024-11-15,Central,Hanguranketha,"meat, fish and eggs",Fish (skipjack tuna),KG,790.0,7.18,80.78,Retail,2024,11,0,18,1,15,1
2024-11-15,Central,Hanguranketha,"meat, fish and eggs","Meat (chicken, broiler)",KG,942.53,7.18,80.78,Retail,2024,11,0,18,1,21,1
2024-11-15,Central,Hanguranketha,miscellaneous food,"Chili (red, dry raw)",KG,813.5,7.18,80.78,Retail,2024,11,0,18,2,5,1
2024-11-15,Central,Hanguranketha,pulses and nuts,Lentils,KG,286.52,7.18,80.78,Retail,2024,11,0,18,5,20,1
2024-11-15,North Central,Thambuttegama,miscellaneous food,"Chili (red, dry raw)",KG,858.38,8.16,80.3,Retail,2024,11,2,39,2,5,1
2024-11-15,Central,Nuwara Eliya,vegetables and fruits,Coconut,Unit,142.81,6.95,80.75,Retail,2024,11,0,35,6,6,3
2024-11-15,North Central,Thambuttegama,pulses and nuts,Beans (mung),KG,727.75,8.16,80.3,Retail,2024,11,2,39,5,2,1
2024-11-15,Northern,Kilinochchi,"meat, fish and eggs","Fish (dry, sprats)",KG,1129.0,9.4,80.4,Retail,2024,11,4,24,1,11,1
2024-11-15,Northern,Kilinochchi,"meat, fish and eggs",Fish (goldstripe sardinella),KG,851.0,9.4,80.4,Retail,2024,11,4,24,1,12,1
2024-11-15,Northern,Kilinochchi,"meat, fish and eggs",Fish (jack),KG,1512.5,9.4,80.4,Retail,2024,11,4,24,1,13,1
2024-11-15,Northern,Kilinochchi,"meat, fish and eggs",Fish (trenched sardinella),KG,849.5,9.4,80.4,Retail,2024,11,4,24,1,16,1
2024-11-15,Northern,Kilinochchi,"meat, fish and eggs","Meat (chicken, broiler)",KG,1160.0,9.4,80.4,Retail,2024,11,4,24,1,21,1
2024-11-15,Northern,Kilinochchi,miscellaneous food,"Chili (red, dry raw)",KG,758.75,9.4,80.4,Retail,2024,11,4,24,2,5,1
2024-11-15,Northern,Kilinochchi,pulses and nuts,Beans,KG,600.0,9.4,80.4,Retail,2024,11,4,24,5,1,1
2024-11-15,Northern,Kilinochchi,pulses and nuts,Beans (mung),KG,642.5,9.4,80.4,Retail,2024,11,4,24,5,2,1
2024-11-15,Northern,Kilinochchi,pulses and nuts,"Cowpeas (whole, average)",KG,748.0,9.4,80.4,Retail,2024,11,4,24,5,7,1
2024-11-15,Northern,Kilinochchi,pulses and nuts,Lentils,KG,305.0,9.4,80.4,Retail,2024,11,4,24,5,20,1
2024-11-15,Northern,Kilinochchi,vegetables and fruits,Bananas,KG,142.0,9.4,80.4,Retail,2024,11,4,24,6,0,1
2024-11-15,Northern,Kilinochchi,vegetables and fruits,Cabbage,KG,302.0,9.4,80.4,Retail,2024,11,4,24,6,3,1
2024-11-15,Northern,Kilinochchi,vegetables and fruits,Carrots,KG,252.0,9.4,80.4,Retail,2024,11,4,24,6,4,1
2024-11-15,Northern,Kilinochchi,vegetables and fruits,Eggplants,KG,331.5,9.4,80.4,Retail,2024,11,4,24,6,8,1
2024-11-15,Northern,Kilinochchi,vegetables and fruits,Onions (red),KG,307.5,9.4,80.4,Retail,2024,11,4,24,6,25,1
2024-11-15,Northern,Kilinochchi,vegetables and fruits,"Onions (red, local)",KG,480.0,9.4,80.4,Retail,2024,11,4,24,6,27,1
2024-11-15,Northern,Kilinochchi,vegetables and fruits,Papaya,KG,102.75,9.4,80.4,Retail,2024,11,4,24,6,28,1
2024-11-15,Northern,Kilinochchi,"meat, fish and eggs","Fish (dry, katta)",KG,2372.5,9.4,80.4,Retail,2024,11,4,24,1,10,1
2024-11-15,Northern,Kilinochchi,vegetables and fruits,Pumpkin,KG,198.5,9.4,80.4,Retail,2024,11,4,24,6,32,1
2024-11-15,Northern,Kilinochchi,cereals and tubers,Rice (medium grain),KG,240.15,9.4,80.4,Retail,2024,11,4,24,0,34,1
2024-11-15,Northern,Jaffna,vegetables and fruits,Tomatoes,KG,312.5,9.66,80.01,Retail,2024,11,4,19,6,40,1
2024-11-15,North Western,Puttalam,vegetables and fruits,Pineapples,KG,500.0,8.04,79.84,Retail,2024,11,3,37,6,29,1
2024-11-15,North Western,Puttalam,vegetables and fruits,Pumpkin,KG,232.83,8.04,79.84,Retail,2024,11,3,37,6,32,1
2024-11-15,North Western,Puttalam,vegetables and fruits,Snake gourd,KG,328.75,8.04,79.84,Retail,2024,11,3,37,6,38,1
2024-11-15,Northern,Jaffna,cereals and tubers,Rice (medium grain),KG,240.0,9.66,80.01,Retail,2024,11,4,19,0,34,1
2024-11-15,Northern,Jaffna,"meat, fish and eggs",Fish (jack),KG,1595.0,9.66,80.01,Retail,2024,11,4,19,1,13,1
2024-11-15,Northern,Jaffna,"meat, fish and eggs",Fish (trenched sardinella),KG,862.5,9.66,80.01,Retail,2024,11,4,19,1,16,1
2024-11-15,Northern,Jaffna,"meat, fish and eggs","Meat (chicken, broiler)",KG,1110.0,9.66,80.01,Retail,2024,11,4,19,1,21,1
2024-11-15,Northern,Jaffna,miscellaneous food,"Chili (red, dry raw)",KG,788.0,9.66,80.01,Retail,2024,11,4,19,2,5,1
2024-11-15,Northern,Jaffna,pulses and nuts,Beans (mung),KG,627.0,9.66,80.01,Retail,2024,11,4,19,5,2,1
2024-11-15,Northern,Jaffna,pulses and nuts,"Cowpeas (whole, average)",KG,717.5,9.66,80.01,Retail,2024,11,4,19,5,7,1
2024-11-15,Northern,Jaffna,pulses and nuts,Lentils,KG,294.5,9.66,80.01,Retail,2024,11,4,19,5,20,1
2024-11-15,Northern,Jaffna,vegetables and fruits,Bananas,KG,112.5,9.66,80.01,Retail,2024,11,4,19,6,0,1
2024-11-15,Northern,Jaffna,vegetables and fruits,Carrots,KG,192.0,9.66,80.01,Retail,2024,11,4,19,6,4,1
2024-11-15,Northern,Jaffna,vegetables and fruits,Coconut,Unit,101.0,9.66,80.01,Retail,2024,11,4,19,6,6,3
2024-11-15,Northern,Jaffna,vegetables and fruits,Eggplants,KG,255.0,9.66,80.01,Retail,2024,11,4,19,6,8,1
2024-11-15,Northern,Jaffna,vegetables and fruits,"Onions (red, local)",KG,336.0,9.66,80.01,Retail,2024,11,4,19,6,27,1
2024-11-15,Northern,Jaffna,vegetables and fruits,Snake gourd,KG,168.0,9.66,80.01,Retail,2024,11,4,19,6,38,1
2024-11-15,Northern,Kilinochchi,cereals and tubers,Potatoes (imported),KG,240.5,9.4,80.4,Retail,2024,11,4,24,0,30,1
2024-11-15,North Western,Puttalam,vegetables and fruits,Papaya,KG,156.25,8.04,79.84,Retail,2024,11,3,37,6,28,1
2024-11-15,Northern,Kilinochchi,vegetables and fruits,Tomatoes,KG,401.5,9.4,80.4,Retail,2024,11,4,24,6,40,1
2024-11-15,Northern,Mannar,cereals and tubers,Rice (white),KG,243.25,8.98,79.9,Retail,2024,11,4,26,0,37,1
2024-11-15,Northern,Mullativu,"meat, fish and eggs",Fish (jack),KG,2090.0,9.32,80.7,Retail,2024,11,4,32,1,13,1
2024-11-15,Northern,Mullativu,"meat, fish and eggs","Meat (chicken, broiler)",KG,1287.5,9.32,80.7,Retail,2024,11,4,32,1,21,1
2024-11-15,Northern,Mullativu,pulses and nuts,Beans,KG,630.5,9.32,80.7,Retail,2024,11,4,32,5,1,1
2024-11-15,Northern,Mullativu,pulses and nuts,Beans (mung),KG,672.0,9.32,80.7,Retail,2024,11,4,32,5,2,1
2024-11-15,Northern,Mullativu,pulses and nuts,"Cowpeas (whole, average)",KG,804.5,9.32,80.7,Retail,2024,11,4,32,5,7,1
2024-11-15,Northern,Mullativu,vegetables and fruits,Cabbage,KG,267.0,9.32,80.7,Retail,2024,11,4,32,6,3,1
2024-11-15,Northern,Mullativu,vegetables and fruits,Carrots,KG,227.0,9.32,80.7,Retail,2024,11,4,32,6,4,1
2024-11-15,Northern,Mullativu,vegetables and fruits,Coconut,Unit,85.25,9.32,80.7,Retail,2024,11,4,32,6,6,3
2024-11-15,Northern,Mullativu,vegetables and fruits,Eggplants,KG,284.0,9.32,80.7,Retail,2024,11,4,32,6,8,1
2024-11-15,Northern,Mullativu,vegetables and fruits,Onions (imported),KG,293.0,9.32,80.7,Retail,2024,11,4,32,6,24,1
2024-11-15,Northern,Mullativu,vegetables and fruits,Onions (red),KG,372.5,9.32,80.7,Retail,2024,11,4,32,6,25,1
2024-11-15,Northern,Mullativu,vegetables and fruits,Pumpkin,KG,155.5,9.32,80.7,Retail,2024,11,4,32,6,32,1
2024-11-15,Northern,Mullativu,vegetables and fruits,Snake gourd,KG,306.0,9.32,80.7,Retail,2024,11,4,32,6,38,1
2024-11-15,Northern,Mullativu,vegetables and fruits,Tomatoes,KG,359.0,9.32,80.7,Retail,2024,11,4,32,6,40,1
2024-11-15,Northern,Vavuniya,cereals and tubers,Rice (white),KG,238.07,8.75,80.5,Retail,2024,11,4,42,0,37,1
2024-11-15,North Central,Thambuttegama,pulses and nuts,Beans,KG,521.0,8.16,80.3,Retail,2024,11,2,39,5,1,1
2024-11-15,Northern,Vavuniya,"meat, fish and eggs",Eggs,Unit,40.25,8.75,80.5,Retail,2024,11,4,42,1,9,3
2024-11-15,Northern,Mullativu,"meat, fish and eggs",Eggs,Unit,37.6,9.32,80.7,Retail,2024,11,4,32,1,9,3
2024-11-15,Northern,Mannar,cereals and tubers,Rice (medium grain),KG,231.95,8.98,79.9,Retail,2024,11,4,26,0,34,1
2024-11-15,Northern,Mullativu,cereals and tubers,Rice (white),KG,242.85,9.32,80.7,Retail,2024,11,4,32,0,37,1
2024-11-15,Northern,Mannar,vegetables and fruits,Tomatoes,KG,358.0,8.98,79.9,Retail,2024,11,4,26,6,40,1
2024-11-15,Northern,Mannar,"meat, fish and eggs",Eggs,Unit,38.1,8.98,79.9,Retail,2024,11,4,26,1,9,3
2024-11-15,Northern,Mannar,"meat, fish and eggs","Fish (dry, sprats)",KG,1227.5,8.98,79.9,Retail,2024,11,4,26,1,11,1
2024-11-15,Northern,Mannar,"meat, fish and eggs",Fish (goldstripe sardinella),KG,802.5,8.98,79.9,Retail,2024,11,4,26,1,12,1
2024-11-15,Northern,Mannar,"meat, fish and eggs",Fish (skipjack tuna),KG,843.33,8.98,79.9,Retail,2024,11,4,26,1,15,1
2024-11-15,Northern,Mannar,"meat, fish and eggs",Fish (trenched sardinella),KG,742.5,8.98,79.9,Retail,2024,11,4,26,1,16,1
2024-11-15,Northern,Mannar,pulses and nuts,Beans,KG,547.5,8.98,79.9,Retail,2024,11,4,26,5,1,1
2024-11-15,Northern,Mannar,pulses and nuts,Beans (mung),KG,742.0,8.98,79.9,Retail,2024,11,4,26,5,2,1
2024-11-15,Northern,Mannar,pulses and nuts,Lentils,KG,310.5,8.98,79.9,Retail,2024,11,4,26,5,20,1
2024-11-15,Northern,Mannar,vegetables and fruits,Bananas,KG,163.0,8.98,79.9,Retail,2024,11,4,26,6,0,1
2024-11-15,Northern,Mannar,vegetables and fruits,Cabbage,KG,299.5,8.98,79.9,Retail,2024,11,4,26,6,3,1
2024-11-15,Northern,Mannar,vegetables and fruits,Carrots,KG,238.5,8.98,79.9,Retail,2024,11,4,26,6,4,1
2024-11-15,Northern,Mannar,vegetables and fruits,Coconut,Unit,98.0,8.98,79.9,Retail,2024,11,4,26,6,6,3
2024-11-15,Northern,Mannar,vegetables and fruits,Eggplants,KG,415.0,8.98,79.9,Retail,2024,11,4,26,6,8,1
2024-11-15,Northern,Mannar,vegetables and fruits,Papaya,KG,118.5,8.98,79.9,Retail,2024,11,4,26,6,28,1
2024-11-15,Northern,Mannar,vegetables and fruits,Pineapples,KG,348.0,8.98,79.9,Retail,2024,11,4,26,6,29,1
2024-11-15,Northern,Mannar,vegetables and fruits,Pumpkin,KG,212.0,8.98,79.9,Retail,2024,11,4,26,6,32,1
2024-11-15,Northern,Mannar,vegetables and fruits,Snake gourd,KG,303.5,8.98,79.9,Retail,2024,11,4,26,6,38,1
2024-11-15,Northern,Mullativu,cereals and tubers,Potatoes (imported),KG,226.5,9.32,80.7,Retail,2024,11,4,32,0,30,1
2024-11-15,North Western,Puttalam,vegetables and fruits,"Onions (red, local)",KG,481.67,8.04,79.84,Retail,2024,11,3,37,6,27,1
2024-11-15,Northern,Kilinochchi,vegetables and fruits,Snake gourd,KG,251.0,9.4,80.4,Retail,2024,11,4,24,6,38,1
2024-11-15,North Western,Puttalam,vegetables and fruits,Cabbage,KG,302.08,8.04,79.84,Retail,2024,11,3,37,6,3,1
2024-11-15,North Central,Polonnaruwa,vegetables and fruits,Eggplants,KG,361.5,7.93,81.01,Retail,2024,11,2,36,6,8,1
2024-11-15,North Central,Polonnaruwa,vegetables and fruits,Onions (imported),KG,364.58,7.93,81.01,Retail,2024,11,2,36,6,24,1
2024-11-15,North Central,Polonnaruwa,vegetables and fruits,"Onions (red, imported)",KG,438.33,7.93,81.01,Retail,2024,11,2,36,6,26,1
2024-11-15,North Central,Polonnaruwa,vegetables and fruits,Papaya,KG,180.0,7.93,81.01,Retail,2024,11,2,36,6,28,1
2024-11-15,North Central,Polonnaruwa,vegetables and fruits,Pineapples,KG,333.33,7.93,81.01,Retail,2024,11,2,36,6,29,1
2024-11-15,North Central,Polonnaruwa,vegetables and fruits,Tomatoes,KG,349.5,7.93,81.01,Retail,2024,11,2,36,6,40,1
2024-11-15,North Western,Kurunegala,cereals and tubers,Potatoes (local),KG,377.78,7.48,80.32,Retail,2024,11,3,25,0,31,1
2024-11-15,North Western,Kurunegala,cereals and tubers,Rice (medium grain),KG,230.67,7.48,80.32,Retail,2024,11,3,25,0,34,1
2024-11-15,North Western,Kurunegala,cereals and tubers,Rice (white),KG,240.44,7.48,80.32,Retail,2024,11,3,25,0,37,1
2024-11-15,North Western,Kurunegala,"meat, fish and eggs","Fish (dry, katta)",KG,1694.44,7.48,80.32,Retail,2024,11,3,25,1,10,1
2024-11-15,North Western,Kurunegala,"meat, fish and eggs","Fish (dry, sprats)",KG,1150.0,7.48,80.32,Retail,2024,11,3,25,1,11,1
2024-11-15,North Western,Kurunegala,"meat, fish and eggs",Fish (goldstripe sardinella),KG,716.67,7.48,80.32,Retail,2024,11,3,25,1,12,1
2024-11-15,North Western,Kurunegala,"meat, fish and eggs",Fish (jack),KG,1300.0,7.48,80.32,Retail,2024,11,3,25,1,13,1
2024-11-15,North Western,Kurunegala,"meat, fish and eggs",Fish (skipjack tuna),KG,1650.0,7.48,80.32,Retail,2024,11,3,25,1,15,1
2024-11-15,North Western,Kurunegala,"meat, fish and eggs",Fish (trenched sardinella),KG,841.67,7.48,80.32,Retail,2024,11,3,25,1,16,1
2024-11-15,North Western,Kurunegala,"meat, fish and eggs",Fish (yellowfin tuna),KG,2300.0,7.48,80.32,Retail,2024,11,3,25,1,17,1
2024-11-15,North Western,Kurunegala,"meat, fish and eggs","Meat (chicken, broiler)",KG,1091.67,7.48,80.32,Retail,2024,11,3,25,1,21,1
2024-11-15,North Central,Polonnaruwa,vegetables and fruits,Bananas,KG,225.0,7.93,81.01,Retail,2024,11,2,36,6,0,1
